objectid,altnumtype,altnum
34941,Old Accession Number,B-15126
34947,Old Accession Number,B-15132
34948,Old Accession Number,B-15133
34952,Old Accession Number,B-15137
34962,Old Accession Number,B-15267
34969,Old Accession Number,B-15274
34970,Old Accession Number,B-15275
34971,Old Accession Number,B-15276
34974,Old Accession Number,B-15279
34978,Old Accession Number,B-15283
34979,Old Accession Number,B-15284
34981,Old Accession Number,B-15286
34985,Old Accession Number,B-15290
34988,Old Accession Number,B-15293
34996,Old Accession Number,B-15301
34997,Old Accession Number,B-15302
34998,Old Accession Number,B-15303
34999,Old Accession Number,B-15304
35005,Old Accession Number,B-15310
35007,Old Accession Number,B-15312
35008,Old Accession Number,B-15313
35009,Old Accession Number,B-15314
35011,Old Accession Number,B-15316
35019,Old Accession Number,B-15322
35024,Old Accession Number,B-15328
35026,Old Accession Number,B-15330
35031,Old Accession Number,B-15335
35033,Old Accession Number,B-15337
35035,Old Accession Number,B-15339
35038,Old Accession Number,B-15342
35046,Old Accession Number,B-15350
35048,Old Accession Number,B-15352
35052,Old Accession Number,B-15356
35057,Old Accession Number,B-15361
35058,Old Accession Number,B-15362
35060,Old Accession Number,B-15364
35061,Old Accession Number,B-15365
35063,Old Accession Number,B-15367
35064,Old Accession Number,B-15368
35067,Old Accession Number,B-15371
35071,Old Accession Number,B-15375
35078,Old Accession Number,B-15382
35082,Old Accession Number,1028
35084,Old Accession Number,1024
35088,Old Accession Number,1036
35091,Old Accession Number,1039
35097,Old Accession Number,B-15219
35105,Old Accession Number,B-15227
35108,Old Accession Number,B-15230
35112,Old Accession Number,B-15234
35113,Old Accession Number,B-15235
35114,Old Accession Number,B-15236
35116,Old Accession Number,B-15238
35119,Old Accession Number,B-15241
35121,Old Accession Number,B-15243
35123,Old Accession Number,B-15245
35125,Old Accession Number,B-15247
35132,Old Accession Number,B-15254
35135,Old Accession Number,B-15257
35137,Old Accession Number,B-15259
35138,Old Accession Number,B-15260
35140,Old Accession Number,B-15262
35154,Key Set Number,8
35154,Old Accession Number,D-5
35154,Stieglitz Estate Number,345E
35157,Key Set Number,11
35157,Old Accession Number,D-8
35157,Stieglitz Estate Number,346D
35161,Key Set Number,14
35161,Old Accession Number,D-12
35161,Stieglitz Estate Number,346E
35162,Key Set Number,24
35162,Old Accession Number,D-13
35162,Stieglitz Estate Number,347A
35164,Key Set Number,23
35164,Old Accession Number,D-15
35164,Stieglitz Estate Number,347C
35166,Key Set Number,20
35166,Old Accession Number,D-17
35166,Stieglitz Estate Number,347E
35168,Key Set Number,27
35168,Old Accession Number,D-19
35168,Stieglitz Estate Number,348C
35171,Key Set Number,26
35171,Old Accession Number,D-22
35171,Stieglitz Estate Number,349A
35185,Key Set Number,42
35185,Old Accession Number,D-36
35185,Stieglitz Estate Number,60B
35200,Key Set Number,55
35200,Old Accession Number,D-51
35200,Stieglitz Estate Number,58A
35221,Key Set Number,91
35221,Old Accession Number,D-72
35221,Stieglitz Estate Number,128A
35223,Key Set Number,94
35223,Old Accession Number,D-74
35223,Stieglitz Estate Number,128C
35234,Key Set Number,76
35234,Old Accession Number,D-85
35234,Stieglitz Estate Number,125E
35237,Key Set Number,80
35237,Old Accession Number,D-88
35237,Stieglitz Estate Number,123B
35239,Key Set Number,87
35239,Old Accession Number,D-90
35239,Stieglitz Estate Number,124D
35240,Key Set Number,86
35240,Old Accession Number,D-91
35240,Stieglitz Estate Number,124D
35247,Key Set Number,124
35247,Old Accession Number,D-98
35247,Stieglitz Estate Number,61A
35249,Key Set Number,120
35249,Old Accession Number,D-100
35249,Stieglitz Estate Number,61A
35252,Key Set Number,118
35252,Old Accession Number,D-103
35252,Stieglitz Estate Number,61A
35258,Key Set Number,115
35258,Old Accession Number,D-109
35258,Stieglitz Estate Number,109A
35282,Key Set Number,149
35282,Old Accession Number,D-133
35282,Stieglitz Estate Number,58E
35291,Key Set Number,36
35291,Old Accession Number,D-142
35291,Stieglitz Estate Number,61D
35302,Key Set Number,140
35302,Old Accession Number,D-152
35302,Stieglitz Estate Number,61E
35311,Key Set Number,174
35311,Old Accession Number,D-160
35311,Stieglitz Estate Number,60D
35315,Key Set Number,190
35315,Old Accession Number,D-164
35315,Stieglitz Estate Number,59D
35322,Key Set Number,196
35322,Old Accession Number,D-171
35322,Stieglitz Estate Number,59E
35324,Key Set Number,187
35324,Old Accession Number,D-173
35324,Stieglitz Estate Number,63C
35338,Key Set Number,204
35338,Old Accession Number,D-187
35338,Stieglitz Estate Number,50D
35343,Key Set Number,211
35343,Old Accession Number,D-192
35343,Stieglitz Estate Number,107C
35344,Key Set Number,210
35344,Old Accession Number,D-193
35344,Stieglitz Estate Number,107C
35345,Key Set Number,208
35345,Old Accession Number,D-194
35345,Stieglitz Estate Number,107C
35353,Key Set Number,221
35353,Old Accession Number,D-202
35353,Stieglitz Estate Number,60E
35354,Key Set Number,218
35354,Old Accession Number,D-203
35354,Stieglitz Estate Number,60E
35364,Key Set Number,232
35364,Old Accession Number,D-213
35364,Stieglitz Estate Number,65A
35369,Key Set Number,236
35369,Old Accession Number,D-218
35369,Stieglitz Estate Number,66D
35393,Key Set Number,79
35393,Old Accession Number,D-242
35393,Stieglitz Estate Number,127D
35396,Key Set Number,251
35396,Old Accession Number,D-245
35396,Stieglitz Estate Number,442A
35399,Key Set Number,302
35399,Old Accession Number,D-248
35399,Stieglitz Estate Number,122C
35400,Key Set Number,255
35400,Old Accession Number,D-249
35400,Stieglitz Estate Number,128E
35404,Key Set Number,256
35404,Old Accession Number,D-253
35404,Stieglitz Estate Number,129A
35412,Key Set Number,272
35412,Old Accession Number,D-261
35412,Stieglitz Estate Number,127B
35420,Key Set Number,278
35420,Old Accession Number,D-269
35420,Stieglitz Estate Number,123A
35421,Key Set Number,280
35421,Old Accession Number,D-270
35421,Stieglitz Estate Number,123A
35422,Key Set Number,281
35422,Old Accession Number,D-271
35422,Stieglitz Estate Number,125C
35424,Key Set Number,289
35424,Old Accession Number,D-273
35424,Stieglitz Estate Number,130A
35425,Key Set Number,290
35425,Old Accession Number,D-274
35425,Stieglitz Estate Number,130B
35426,Key Set Number,285
35426,Old Accession Number,D-275
35426,Stieglitz Estate Number,140B
35428,Key Set Number,301
35428,Old Accession Number,D-277
35428,Stieglitz Estate Number,106C
35432,Key Set Number,363
35432,Old Accession Number,D-281
35432,Stieglitz Estate Number,109B
35435,Key Set Number,308
35435,Old Accession Number,D-284
35435,Stieglitz Estate Number,11C
35437,Key Set Number,316
35437,Old Accession Number,D-286
35444,Key Set Number,313
35444,Old Accession Number,D-293
35444,Stieglitz Estate Number,125D
35445,Key Set Number,311
35445,Old Accession Number,D-294
35445,Stieglitz Estate Number,125D
35447,Key Set Number,318
35447,Old Accession Number,D-296
35449,Key Set Number,317
35449,Old Accession Number,D-298
35455,Key Set Number,348
35455,Old Accession Number,D-304
35455,Stieglitz Estate Number,107B
35473,Key Set Number,329
35473,Old Accession Number,D-322
35473,Stieglitz Estate Number,34B
35475,Key Set Number,354
35475,Old Accession Number,D-324
35475,Stieglitz Estate Number,126C
35480,Key Set Number,359
35480,Old Accession Number,D-329
35480,Stieglitz Estate Number,109D
35487,Key Set Number,384
35487,Old Accession Number,D-336
35487,Stieglitz Estate Number,86E
35489,Key Set Number,372
35489,Old Accession Number,D-338
35489,Stieglitz Estate Number,33A
35496,Key Set Number,855
35496,Old Accession Number,D-345
35496,Stieglitz Estate Number,80E
35497,Key Set Number,411
35497,Old Accession Number,D-346
35497,Stieglitz Estate Number,84C
35502,Key Set Number,407
35502,Old Accession Number,D-351
35502,Stieglitz Estate Number,30B
35503,Key Set Number,387
35503,Old Accession Number,D-352
35503,Stieglitz Estate Number,94C
35504,Key Set Number,388
35504,Old Accession Number,D-353
35504,Stieglitz Estate Number,11D
35513,Key Set Number,398
35513,Old Accession Number,D-362
35513,Stieglitz Estate Number,81A
35515,Key Set Number,402
35515,Old Accession Number,D-364
35515,Stieglitz Estate Number,32E
35520,Key Set Number,419
35520,Old Accession Number,D-369
35520,Stieglitz Estate Number,13A
35524,Key Set Number,381
35524,Old Accession Number,D-373
35524,Stieglitz Estate Number,12B
35533,Key Set Number,440
35533,Old Accession Number,D-382
35533,Stieglitz Estate Number,181A
35534,Key Set Number,439
35534,Old Accession Number,D-383
35534,Stieglitz Estate Number,181B
35535,Key Set Number,610
35535,Old Accession Number,D-384
35535,Stieglitz Estate Number,53E
35538,Key Set Number,438
35538,Old Accession Number,D-387
35538,Stieglitz Estate Number,52C
35546,Key Set Number,445
35546,Old Accession Number,D-395
35546,Stieglitz Estate Number,235A
35552,Key Set Number,424
35552,Old Accession Number,D-401
35552,Stieglitz Estate Number,11E
35561,Key Set Number,453
35561,Old Accession Number,D-410
35561,Stieglitz Estate Number,49C
35573,Key Set Number,468
35573,Old Accession Number,D-422
35573,Stieglitz Estate Number,56E
35582,Key Set Number,620
35582,Old Accession Number,D-431
35582,Stieglitz Estate Number,81B
35595,Key Set Number,631
35595,Old Accession Number,D-444
35595,Stieglitz Estate Number,199A
35602,Key Set Number,626
35602,Old Accession Number,D-451
35602,Stieglitz Estate Number,205E
35607,Key Set Number,650
35607,Old Accession Number,D-456
35607,Stieglitz Estate Number,238A
35612,Key Set Number,716
35612,Old Accession Number,D-461
35612,Stieglitz Estate Number,81C
35615,Key Set Number,433
35615,Old Accession Number,D-464
35615,Stieglitz Estate Number,34E
35625,Key Set Number,861
35625,Old Accession Number,D-474
35625,Stieglitz Estate Number,197C
35627,Key Set Number,779
35627,Old Accession Number,D-476
35627,Stieglitz Estate Number,23A
35632,Key Set Number,702
35632,Old Accession Number,D-481
35632,Stieglitz Estate Number,18B
35644,Key Set Number,717
35644,Old Accession Number,D-493
35644,Stieglitz Estate Number,93C
35647,Key Set Number,638
35647,Old Accession Number,D-496
35647,Stieglitz Estate Number,55A
35649,Key Set Number,635
35649,Old Accession Number,D-498
35649,Stieglitz Estate Number,200C
35660,Key Set Number,705
35660,Old Accession Number,D-509
35660,Stieglitz Estate Number,35A
35661,Key Set Number,707
35661,Old Accession Number,D-510
35661,Stieglitz Estate Number,34C
35671,Key Set Number,727
35671,Old Accession Number,D-520
35671,Stieglitz Estate Number,84A
35676,Key Set Number,737
35676,Old Accession Number,D-525
35676,Stieglitz Estate Number,48B
35680,Key Set Number,776
35680,Old Accession Number,D-529
35680,Stieglitz Estate Number,192E
35681,Key Set Number,778
35681,Old Accession Number,D-530
35681,Stieglitz Estate Number,21C
35682,Key Set Number,777
35682,Old Accession Number,D-531
35682,Stieglitz Estate Number,192D
35684,Key Set Number,785
35684,Old Accession Number,D-533
35684,Stieglitz Estate Number,81E
35686,Key Set Number,788
35686,Old Accession Number,D-535
35686,Stieglitz Estate Number,241A
35691,Key Set Number,1152
35691,Old Accession Number,D-540
35691,Stieglitz Estate Number,195C
35695,Key Set Number,743
35695,Old Accession Number,D-544
35695,Stieglitz Estate Number,33D
35696,Key Set Number,740
35696,Old Accession Number,D-545
35696,Stieglitz Estate Number,85E
35699,Key Set Number,753
35699,Old Accession Number,D-548
35699,Stieglitz Estate Number,211C
35700,Key Set Number,754
35700,Old Accession Number,D-549
35700,Stieglitz Estate Number,211A
35701,Key Set Number,750
35701,Old Accession Number,D-550
35701,Stieglitz Estate Number,212B
35702,Key Set Number,757
35702,Old Accession Number,D-551
35702,Stieglitz Estate Number,212C
35704,Key Set Number,761
35704,Old Accession Number,D-553
35704,Stieglitz Estate Number,212E
35707,Key Set Number,755
35707,Old Accession Number,D-556
35707,Stieglitz Estate Number,214A
35723,Key Set Number,851
35723,Old Accession Number,D-572
35723,Stieglitz Estate Number,46C
35730,Key Set Number,854
35730,Old Accession Number,D-579
35730,Stieglitz Estate Number,45B
35732,Key Set Number,627
35732,Old Accession Number,D-581
35732,Stieglitz Estate Number,206D
35741,Key Set Number,1029
35741,Old Accession Number,D-590
35741,Stieglitz Estate Number,208E
35742,Key Set Number,1040
35742,Old Accession Number,D-591
35742,Stieglitz Estate Number,209A
35745,Key Set Number,1032
35745,Old Accession Number,D-594
35745,Stieglitz Estate Number,209D
35751,Key Set Number,1027
35751,Old Accession Number,D-600
35751,Stieglitz Estate Number,210E
35755,Key Set Number,1042
35755,Old Accession Number,D-604
35755,Stieglitz Estate Number,198B
35758,Key Set Number,694
35758,Old Accession Number,D-607
35758,Stieglitz Estate Number,233C
35759,Key Set Number,696
35759,Old Accession Number,D-608
35759,Stieglitz Estate Number,233D
35770,Key Set Number,782
35770,Old Accession Number,D-619
35770,Stieglitz Estate Number,19E
35776,Key Set Number,1036
35776,Old Accession Number,D-625
35776,Stieglitz Estate Number,207D
35777,Key Set Number,1035
35777,Old Accession Number,D-626
35777,Stieglitz Estate Number,207E
35782,Key Set Number,875
35782,Old Accession Number,D-631
35782,Stieglitz Estate Number,43A
35791,Key Set Number,1080
35791,Old Accession Number,D-640
35791,Stieglitz Estate Number,203B
35794,Key Set Number,1085
35794,Old Accession Number,D-643
35794,Stieglitz Estate Number,203E
35808,Key Set Number,1148
35808,Old Accession Number,D-657
35808,Stieglitz Estate Number,243C
35811,Key Set Number,815
35811,Old Accession Number,D-660
35811,Stieglitz Estate Number,240A
35822,Key Set Number,1150
35822,Old Accession Number,D-671
35822,Stieglitz Estate Number,196C
35827,Key Set Number,1638
35827,Old Accession Number,D-676
35827,Stieglitz Estate Number,195E
35829,Key Set Number,1193
35829,Old Accession Number,D-678
35829,Stieglitz Estate Number,95D
35832,Key Set Number,1049
35832,Old Accession Number,D-681
35832,Stieglitz Estate Number,191A
35835,Key Set Number,1046
35835,Old Accession Number,D-684
35835,Stieglitz Estate Number,191B
35836,Key Set Number,1194
35836,Old Accession Number,D-685
35836,Stieglitz Estate Number,27A
35838,Key Set Number,1196
35838,Old Accession Number,D-687
35838,Stieglitz Estate Number,236C
