uuid,idschemelabel,identifier
0079fe62-dd82-4deb-932b-885b1f59b94c,Wikidata ID,Q64618162
007a423d-cbef-4447-8c3b-d9349d4f38ab,Old Accession Number,B-3774
007a423d-cbef-4447-8c3b-d9349d4f38ab,Wikidata ID,Q64953522
007a6629-8590-4139-b942-d914a3ba7c62,Wikidata ID,Q14346975
007aee0d-82b0-4d8a-b51f-c8300d704cc6,Wikidata ID,Q76457433
007c3c5a-45b0-4914-8665-ba51128276ff,ULAN ID,500010545
007c3c5a-45b0-4914-8665-ba51128276ff,Wikidata ID,Q19999026
007c3cc7-4258-483b-bb07-cf968a6e2415,Wikidata ID,Q77262020
007ce25e-ca18-4c78-a576-293f07ee83b1,Wikidata ID,Q64609539
007ced80-d539-4611-9c1b-347b89a84dfc,Wikidata ID,Q76549761
007e59a9-b87e-4be0-940f-29d4c1ad2a4b,Wikidata ID,Q75428606
007f35b0-8272-42d6-9998-43bbf62366bc,ULAN ID,500025894
007f35b0-8272-42d6-9998-43bbf62366bc,Wikidata ID,Q16323019
007f698c-b35c-44f4-8fc9-7d3d13fc9737,Wikidata ID,Q74886836
00800a1f-14cb-4e10-8e62-c791e27e85c8,Wikidata ID,Q64559866
008030c1-a6fb-4688-8349-53a485f291ad,ULAN ID,500013253
008030c1-a6fb-4688-8349-53a485f291ad,Wikidata ID,Q156736
00814738-49a1-4219-8aea-1ac46cc966f1,Wikidata ID,Q76548492
0081489d-ea18-4269-beef-c648e95212df,Wikidata ID,Q77112439
0081e93c-d245-46ff-98ca-dbbdc31a2188,Wikidata ID,Q77259380
0082e504-9941-4833-a1b7-afa20c2e4133,ULAN ID,500355515
0082e504-9941-4833-a1b7-afa20c2e4133,Wikidata ID,Q26282243
0083980b-9a9a-4475-a3a3-fa095f47abf9,Old Accession Number,I-4710
0083980b-9a9a-4475-a3a3-fa095f47abf9,Wikidata ID,Q64560967
0083c814-1f50-44d4-9cde-51555c8372b4,ULAN ID,500007005
00843969-4f1f-48fc-82b8-ff3b07e99b0c,Old Accession Number,B-7293
00843969-4f1f-48fc-82b8-ff3b07e99b0c,Wikidata ID,Q65020923
0084aff6-5a2a-4c36-a05e-445f218347b8,Old Accession Number,I-13938
0084aff6-5a2a-4c36-a05e-445f218347b8,Wikidata ID,Q64539773
00852b58-c3ad-4dd6-beaa-ad359169dbfd,Wikidata ID,Q76556020
008536b1-2e86-49ea-99d0-a72d0174e76c,Wikidata ID,Q64146635
0085c36c-b114-40a7-839c-08e148d71ad0,Old Accession Number,B-8460
0085c36c-b114-40a7-839c-08e148d71ad0,Wikidata ID,Q65021632
00868393-e27c-4b7d-b61d-80ad8730500b,Wikidata ID,Q64596559
008700a5-49ed-42a8-b14c-76a2a9a81210,Old Accession Number,B-16097
008700a5-49ed-42a8-b14c-76a2a9a81210,Wikidata ID,Q65080920
0087be04-2fb7-4e20-8c5b-1122d3b4f728,Wikidata ID,Q77008183
0087fce5-9413-4495-af84-8e5df7ea0914,ULAN ID,500267505
00887d65-b711-4b41-b596-3f7a28881a74,Old Accession Number,B-15604
00887d65-b711-4b41-b596-3f7a28881a74,Wikidata ID,Q65075501
00888801-73c1-4aff-a9e3-82d6e1d11923,Old Accession Number,I-11512
00888801-73c1-4aff-a9e3-82d6e1d11923,Wikidata ID,Q64629327
0088e023-f64f-4521-b0df-dc7dcaedbf54,Old Accession Number,B-29146
0088e023-f64f-4521-b0df-dc7dcaedbf54,Wikidata ID,Q65570957
00895774-70ae-4722-8906-1395a6da76c8,ULAN ID,500000071
00895774-70ae-4722-8906-1395a6da76c8,Wikidata ID,Q289626
008ab288-073f-4491-bfc9-e9c14c896dee,Wikidata ID,Q75427527
008b2933-ba87-4e4f-bc0e-98b6f2bf7b09,Old Accession Number,2810
008b2933-ba87-4e4f-bc0e-98b6f2bf7b09,Wikidata ID,Q20186994
008b389b-5848-4a49-9fa0-44dcf9e1ca23,Wikidata ID,Q64579385
008b4dc4-0b17-4617-9ffe-9a8ecafc27bd,Old Accession Number,B-7354
008b4dc4-0b17-4617-9ffe-9a8ecafc27bd,Wikidata ID,Q64956415
008bd9a2-eef2-4f7b-b32b-d54c7addfb2b,Wikidata ID,Q75408297
008c47eb-7fa5-4211-830f-15feb774b3a8,Wikidata ID,Q77009875
008c760a-54aa-4c4b-a7fe-3ed32b528149,Wikidata ID,Q76556067
008ca8a7-f279-4c68-b4f1-e5d4c02fb7b5,Old Accession Number,B-22376
008ca8a7-f279-4c68-b4f1-e5d4c02fb7b5,Wikidata ID,Q64581216
008ce01f-5494-403e-a882-f5755c449053,Wikidata ID,Q63860993
008d73d7-a352-4b79-a8cb-ea04e47149eb,Old Accession Number,B-33224
008d73d7-a352-4b79-a8cb-ea04e47149eb,Wikidata ID,Q65571037
008dd44e-37e2-4850-a4f8-06497756b13b,Wikidata ID,Q74043926
008eac5f-546d-45f7-ab34-1ca029f2fadc,Wikidata ID,Q64032436
008ee06d-8b78-4095-9224-91b45b90b91d,Old Accession Number,B-4433
008eed1a-866a-4083-b284-b19ce5d317b2,Old Accession Number,B-32298
008fdc52-6d28-41a9-a362-733509fe216c,Wikidata ID,Q77012924
00901022-7c84-4552-a75b-f793e6fd3af1,Old Accession Number,B-28484
00901022-7c84-4552-a75b-f793e6fd3af1,Wikidata ID,Q65566921
009192cc-6d6c-434d-a2a0-45d684aa1f8d,Wikidata ID,Q64157456
0091d952-796a-494e-81aa-c50fe06a4a48,Wikidata ID,Q64592117
00921686-0f78-4bc6-b7e8-364ed6cf9d95,Wikidata ID,Q84080277
00925fb1-7dcc-4890-b7cc-0f342c828651,Old Accession Number,B-6634
00925fb1-7dcc-4890-b7cc-0f342c828651,Wikidata ID,Q18339653
009260ff-c554-4c54-85b7-861f78e1b369,Old Accession Number,I-15482
009260ff-c554-4c54-85b7-861f78e1b369,Wikidata ID,Q64556745
0092d044-3712-4c78-a50d-873491a7b944,Wikidata ID,Q64537247
00932b37-7a73-4c3a-b74b-4f46e40b2bbe,Wikidata ID,Q1571482
00933a5d-9470-4749-bbec-914308c2349e,Old Accession Number,C-373
00933a5d-9470-4749-bbec-914308c2349e,Wikidata ID,Q62758361
0093e5d7-73d5-4f99-a4ab-45c38aaf4727,Key Set Number,192
0093e5d7-73d5-4f99-a4ab-45c38aaf4727,Old Accession Number,D-168
0093e5d7-73d5-4f99-a4ab-45c38aaf4727,Stieglitz Estate Number,67D
0093e5d7-73d5-4f99-a4ab-45c38aaf4727,Wikidata ID,Q64037753
00940e52-8655-4256-841b-601fdb80da1b,Old Accession Number,I-16077
00940e52-8655-4256-841b-601fdb80da1b,Wikidata ID,Q64558882
0094435d-2c12-4ad0-9037-986e089826d5,Wikidata ID,Q63861751
0094e4b9-1372-4522-976c-d33969a5aa1c,Old Accession Number,B-27368
0094e4b9-1372-4522-976c-d33969a5aa1c,Wikidata ID,Q65566429
0095c364-bb1a-41c4-adf3-23d8b09a21ea,ULAN ID,500385842
0095c364-bb1a-41c4-adf3-23d8b09a21ea,Wikidata ID,Q3827717
00966c62-d234-4c75-8a5c-298a4b009b79,Key Set Number,261
00966c62-d234-4c75-8a5c-298a4b009b79,Old Accession Number,D-251
00966c62-d234-4c75-8a5c-298a4b009b79,Stieglitz Estate Number,123C
00966c62-d234-4c75-8a5c-298a4b009b79,Wikidata ID,Q64034760
00971f7e-2673-45f7-811e-751ec40e7e2b,Old Accession Number,I-8923
00971f7e-2673-45f7-811e-751ec40e7e2b,Wikidata ID,Q64560719
0097ef49-3c97-4a83-8760-b32ea736ee1f,Wikidata ID,Q64583593
009824e5-652d-4c82-854d-f1bdab91b1dc,Wikidata ID,Q77009552
009b44d9-a085-4cc0-8a3c-b13a88f6a172,Wikidata ID,Q76339786
009b8625-cb39-404f-9d9a-338db7efa581,Old Accession Number,B-6330
009b8625-cb39-404f-9d9a-338db7efa581,Wikidata ID,Q64574413
009cff4c-5859-4bc4-b663-3d2ec16ad949,Wikidata ID,Q75414068
009d3403-3600-48dd-b6b9-3b2e3c583b43,Old Accession Number,I-11943
009d3403-3600-48dd-b6b9-3b2e3c583b43,Wikidata ID,Q64574761
009d66ca-bdb8-4c25-a332-dd03249fe826,Old Accession Number,B-33258
009d66ca-bdb8-4c25-a332-dd03249fe826,Wikidata ID,Q65570750
009ee118-2a4e-442a-9426-85eed7fa0c4b,Old Accession Number,B-20429
009fcefd-48de-46c6-8727-7dce1590564a,Wikidata ID,Q64627953
009fd9f6-3aa9-477f-a5e5-02141f36435b,ULAN ID,500030909
009fd9f6-3aa9-477f-a5e5-02141f36435b,Wikidata ID,Q43375277
00a0a79c-c39d-4943-8388-4f18b42f11a3,Old Accession Number,A-1823
00a0a79c-c39d-4943-8388-4f18b42f11a3,Wikidata ID,Q63854768
00a27cd7-f0a9-4f1b-a0a6-8db6f2a5a7f1,Wikidata ID,Q64628162
00a2cd07-8b9c-4fdc-9e17-93681d7433d9,Old Accession Number,B-6366
00a2cd07-8b9c-4fdc-9e17-93681d7433d9,Wikidata ID,Q64962295
00a412a2-288f-436f-9a96-56151d3a7f49,Wikidata ID,Q64158592
00a4337e-8798-4a1d-b0e2-913fa51aaace,ULAN ID,500024759
00a4337e-8798-4a1d-b0e2-913fa51aaace,Wikidata ID,Q560787
00a47dea-3a75-4da6-8a00-d97082ef67c9,ULAN ID,500331901
00a47dea-3a75-4da6-8a00-d97082ef67c9,Wikidata ID,Q314926
00a50500-9268-481b-ae4f-bb75b48821b6,Old Accession Number,1440
00a50500-9268-481b-ae4f-bb75b48821b6,Wikidata ID,Q20185803
00a53180-526a-4608-8d2b-c215b9462dd0,Wikidata ID,Q76440497
00a6755a-8c08-46b1-b79b-cd739f2a27c2,Old Accession Number,I-8950
00a6755a-8c08-46b1-b79b-cd739f2a27c2,Wikidata ID,Q64579065
00a6a1a3-f725-4122-bfe9-093f34dcb960,Old Accession Number,B-23866
00a6a1a3-f725-4122-bfe9-093f34dcb960,Wikidata ID,Q65512014
00a6a8b2-a28a-44c7-9307-13affbf40906,Wikidata ID,Q64144911
00a6e06c-0f71-4b33-aec5-ea65aa86bb41,Wikidata ID,Q76441917
00a7b400-0275-4314-9716-ed5977e4d5e9,Old Accession Number,I-6563
00a7b400-0275-4314-9716-ed5977e4d5e9,Wikidata ID,Q64619728
00a7bf94-ba33-4a40-b194-47a6694065a7,ULAN ID,500077884
00a88731-ae0a-4e15-aecb-5f611a5f0376,Wikidata ID,Q77014585
00a8e3a9-4df6-473c-a49b-2bc446e5309e,Old Accession Number,I-2169
00a8e3a9-4df6-473c-a49b-2bc446e5309e,Wikidata ID,Q64541049
00a90dea-8a5c-4520-90f2-313d7cbc3ac6,Wikidata ID,Q64556383
00a923a6-8907-457c-be6d-1771e60e921e,Wikidata ID,Q76346968
00a989be-7114-4c79-833b-2afcc2ea9dd8,Old Accession Number,A-420
00a989be-7114-4c79-833b-2afcc2ea9dd8,Wikidata ID,Q63815037
00a9cfc2-3311-4234-b7c6-60d5b83a0aa5,Old Accession Number,B-14086
00a9cfc2-3311-4234-b7c6-60d5b83a0aa5,Wikidata ID,Q65077528
00a9d866-aadc-4b4e-ae4f-4d5c93e59aca,Old Accession Number,I-10352
00a9d866-aadc-4b4e-ae4f-4d5c93e59aca,Wikidata ID,Q64595042
00aa30f9-880c-4c32-b4a2-078ca41e506a,Wikidata ID,Q74877500
00aa84f7-dfa0-4c81-b882-3a6abbee2787,Old Accession Number,C-42
00aa84f7-dfa0-4c81-b882-3a6abbee2787,Wikidata ID,Q62131058
00ab12ac-1f61-4b60-87cc-d149d01bd43d,Old Accession Number,B-439
00ab12ac-1f61-4b60-87cc-d149d01bd43d,Wikidata ID,Q64962040
00ac6ee0-302f-4e6a-bd61-79c3fb6507f6,Wikidata ID,Q64593977
00acc998-0843-4a02-b0fe-ee90af07cf7f,Wikidata ID,Q64163371
00ad51ae-148d-4b7d-bf8e-56bbf65df91c,Wikidata ID,Q63571151
00ae0148-8b6e-4fef-8aa1-8dd2ff422d4d,Wikidata ID,Q74044473
00ae6aa3-7107-4877-9890-5b3ba6f135fc,ULAN ID,500101007
00ae6aa3-7107-4877-9890-5b3ba6f135fc,Wikidata ID,Q16031454
00b05096-dbef-4cc0-b324-80d374ad420c,Old Accession Number,I-14988
00b05096-dbef-4cc0-b324-80d374ad420c,Wikidata ID,Q64583824
00b06b87-77dd-4462-965c-483d81c5637f,Wikidata ID,Q64170086
00b08c81-3048-41dc-b8bf-11e4120f7a5d,Wikidata ID,Q77014562
00b11338-23e1-427f-b9bc-7237be1f1484,Old Accession Number,I-17080
00b11338-23e1-427f-b9bc-7237be1f1484,Wikidata ID,Q64571364
00b12db3-7031-4881-9297-ecb2f315bfef,Old Accession Number,B-21549
00b12db3-7031-4881-9297-ecb2f315bfef,Wikidata ID,Q65359354
00b1bdae-1edd-42dc-94b8-fb7a08f54163,Wikidata ID,Q64155130
00b45c34-c0b1-4ea0-a5db-97a71b9393a0,Old Accession Number,C-599
00b45c34-c0b1-4ea0-a5db-97a71b9393a0,Wikidata ID,Q62287274
00b46c5b-0181-48ce-b161-b65c6126933d,Wikidata ID,Q76441535
00b4cea3-5973-44ad-9a5e-fefdeae6af32,Wikidata ID,Q64611540
00b4e23e-75e3-473e-9be1-b90acd9647b2,Old Accession Number,B-10713
00b4e23e-75e3-473e-9be1-b90acd9647b2,Wikidata ID,Q65022067
00b5986a-0157-443d-9678-9499d3c8de5f,Wikidata ID,Q111603485
00b5c700-e3e7-4aef-8b99-9b7e31d67ad6,Wikidata ID,Q64144975
00b5def8-7839-49c2-aa1c-dd3b474db8b3,Wikidata ID,Q77112582
00b69f5f-1769-4dd8-b6d3-a5be1ca39faa,Old Accession Number,B-17344
00b69f5f-1769-4dd8-b6d3-a5be1ca39faa,Wikidata ID,Q65215849
00b6a7f2-1021-4110-b883-fc7c582bda67,Wikidata ID,Q20177528
00b6b569-f244-4da9-bc20-5a164723584d,Old Accession Number,2591
00b6b569-f244-4da9-bc20-5a164723584d,Wikidata ID,Q20178264
00b6bf75-1729-4c92-9216-4142c92c931c,Wikidata ID,Q77258087
00b70d25-b6f5-4619-a954-c48e01c83d29,Wikidata ID,Q77012284
00b723ef-5b93-40fa-890b-27c8e621449c,Old Accession Number,A-527
00b723ef-5b93-40fa-890b-27c8e621449c,Wikidata ID,Q63814791
00b77336-ddd8-41a7-9a70-8bb6383c673b,Wikidata ID,Q64592661
00b784a9-b8ed-4554-bd64-425bea30ad0a,Wikidata ID,Q76550778
00b7982f-d4b7-4aa8-8fd6-9a3ed9dcfc9d,Old Accession Number,A-1259
00b7982f-d4b7-4aa8-8fd6-9a3ed9dcfc9d,Wikidata ID,Q63851256
00b83e02-9c8c-4fa9-bb5d-00e8f0b741d6,Wikidata ID,Q75410488
00b95052-0d11-4f90-9407-cd2f5d43fa9b,Old Accession Number,I-1612
00b95052-0d11-4f90-9407-cd2f5d43fa9b,Wikidata ID,Q64594919
00b979fd-8c4e-403a-a5b4-6cf2445a819d,Old Accession Number,B-34074
00b979fd-8c4e-403a-a5b4-6cf2445a819d,Wikidata ID,Q64582580
00b9bd9c-7ce8-49f3-b71f-e9a187fb05e4,Old Accession Number,B-12239
00b9bd9c-7ce8-49f3-b71f-e9a187fb05e4,Wikidata ID,Q65085958
00ba23a8-eec2-40ca-a35b-429ad6ea7b8c,Wikidata ID,Q77013772
00ba3f6b-c537-48e2-b0aa-a9b7deddd18e,Wikidata ID,Q75120408
00bae32e-14f8-4bd7-9a48-158039937bb9,Old Accession Number,263
00bae32e-14f8-4bd7-9a48-158039937bb9,Wikidata ID,Q20175381
00bb6496-5afe-49ae-9115-3af52864c0fb,Wikidata ID,Q75417116
00bbc27f-edda-4994-9bd1-207c3fdba26d,Wikidata ID,Q76438793
00bd6a43-0600-44e3-834b-827614c94379,Wikidata ID,Q76555626
00bd6dbb-7fbe-436f-bf97-af0c3a66fd14,Old Accession Number,B-32210
00bd6dbb-7fbe-436f-bf97-af0c3a66fd14,Wikidata ID,Q65567954
00bdfdd9-df81-42d9-9c29-116b0988f4a1,Wikidata ID,Q64596589
00beeeb3-3060-4220-a472-1700a175272c,Wikidata ID,Q76440897
00c149fa-af2a-433e-b77f-460ac25f1fe3,Wikidata ID,Q64161453
00c18af7-7267-4b4c-8e95-1b24b325a4ef,Wikidata ID,Q64595461
00c1d398-f14c-47a5-9b77-1d360f3fb7f3,Old Accession Number,I-11325
00c1d398-f14c-47a5-9b77-1d360f3fb7f3,Wikidata ID,Q64619819
00c1de21-5234-4f59-a599-7b703691624c,ULAN ID,500003564
00c1de21-5234-4f59-a599-7b703691624c,Wikidata ID,Q3161307
00c25240-40ea-4d8a-a6b9-13d1e17a4d0b,Old Accession Number,I-16731
00c25240-40ea-4d8a-a6b9-13d1e17a4d0b,Wikidata ID,Q64618332
00c28ea8-9e10-4642-be03-8389b41f09bf,Old Accession Number,I-15027
00c28ea8-9e10-4642-be03-8389b41f09bf,Wikidata ID,Q64562795
00c2e98d-f7d8-4124-8c3c-5c782567ff92,Old Accession Number,A-1109
00c2e98d-f7d8-4124-8c3c-5c782567ff92,Wikidata ID,Q63851542
00c33d55-887d-4166-bd8b-5b2b1e4709fe,Old Accession Number,B-13189
00c33d55-887d-4166-bd8b-5b2b1e4709fe,Wikidata ID,Q65070767
00c426db-221a-4d81-bc92-a46745189854,Old Accession Number,B-28087
00c426db-221a-4d81-bc92-a46745189854,Wikidata ID,Q65567869
00c474ed-50f3-467a-9186-8d603162107d,Old Accession Number,I-3373
00c474ed-50f3-467a-9186-8d603162107d,Wikidata ID,Q64557705
00c52eb5-51f0-4e3e-b6d3-dd4a112e7ce5,Old Accession Number,B-32837
00c52eb5-51f0-4e3e-b6d3-dd4a112e7ce5,Wikidata ID,Q65578458
00c5c4e7-ed53-47d9-b4fc-7c4ec829c161,Old Accession Number,B-24682
00c5c4e7-ed53-47d9-b4fc-7c4ec829c161,Wikidata ID,Q65510437
00c5ea2b-a393-47e0-9186-292c66f7f022,Wikidata ID,Q76456680
00c64ce6-cf85-4a7f-be10-705d8b37122f,Wikidata ID,Q64628379
00c65c76-4259-41a8-8a6a-652e33a56cb7,Old Accession Number,I-18203
00c65c76-4259-41a8-8a6a-652e33a56cb7,Wikidata ID,Q64535667
00c675e7-9dba-4eb6-8934-3aa69c5085b3,Old Accession Number,B-24046
00c675e7-9dba-4eb6-8934-3aa69c5085b3,Wikidata ID,Q65510589
00c69767-dc38-44cc-91de-01051e424de3,Old Accession Number,I-813
00c69767-dc38-44cc-91de-01051e424de3,Wikidata ID,Q64562570
00c6b704-68e3-402c-afeb-11e0bd398da8,Wikidata ID,Q76560465
00c73ddf-76c2-455d-a60c-13f97b18db2b,Old Accession Number,B-7410
00c73ddf-76c2-455d-a60c-13f97b18db2b,Wikidata ID,Q64955760
00c775aa-9bd8-41d3-ab5a-2f641bdb3eb1,Wikidata ID,Q76456639
00c83db9-b86e-401a-a0e2-6a77248e1d8d,Old Accession Number,I-5602
00c83db9-b86e-401a-a0e2-6a77248e1d8d,Wikidata ID,Q64537957
00c888ca-68fc-4b1d-9f5b-5c6db522a4db,Wikidata ID,Q64630595
00c9309a-03e2-4bdc-b774-41b972686a73,Wikidata ID,Q64596666
00c9b92b-47de-4bcf-b011-fc7533dbe739,Wikidata ID,Q64165350
00ca35a3-3d98-4fb5-aa50-c068947bf33e,Wikidata ID,Q64155319
00ca98d8-02a2-46d3-8667-9e6bdf4bced9,Wikidata ID,Q76355555
00cadd9a-8ec1-4c07-b500-77349f8a527c,Wikidata ID,Q76440430
00cb18f1-e4e3-4660-85ee-dd817932d1a5,Old Accession Number,A-33
00cb18f1-e4e3-4660-85ee-dd817932d1a5,Wikidata ID,Q63809595
00cb5152-a187-4d61-9b67-754ae30be9a9,Wikidata ID,Q64147271
00cbbbe7-9f70-440b-b9f9-b25fdaca20c9,Key Set Number,1051
00cbbbe7-9f70-440b-b9f9-b25fdaca20c9,Old Accession Number,D-689
00cbbbe7-9f70-440b-b9f9-b25fdaca20c9,Stieglitz Estate Number,194B
00cbbbe7-9f70-440b-b9f9-b25fdaca20c9,Wikidata ID,Q64035494
00cbee56-d6bc-4678-8aac-af98867ddbbf,Old Accession Number,B-34406
00cbee56-d6bc-4678-8aac-af98867ddbbf,Wikidata ID,Q74033422
00cc6415-87f7-430a-b2ad-83e13ba26259,Wikidata ID,Q64627956
00cc8e04-ca56-4c82-93a6-0019d8187c12,Old Accession Number,B-12479
00cc8e04-ca56-4c82-93a6-0019d8187c12,Wikidata ID,Q65086802
00cd706c-61ef-4e8e-a8d6-42f0667c0c7e,Old Accession Number,B-20073
00cd706c-61ef-4e8e-a8d6-42f0667c0c7e,Wikidata ID,Q65072600
00cf53df-2428-46b5-b59c-d1b332d73288,Wikidata ID,Q75393680
00d0465c-d126-4cfc-8b08-b7f1da9bfa4e,Wikidata ID,Q64161022
00d04748-8053-41f8-abc5-280182df3efc,Wikidata ID,Q64592156
00d21f87-e638-4c1f-a3c2-afb3d7d7d240,Old Accession Number,I-16388
00d21f87-e638-4c1f-a3c2-afb3d7d7d240,Wikidata ID,Q64630402
00d2681f-2de5-427b-abe3-03aeba938b17,Wikidata ID,Q76442347
00d2736d-5d01-4827-89b6-e545faf11879,Wikidata ID,Q64144411
00d2b96e-6d71-4f20-863c-e3211f5240c2,Wikidata ID,Q74071844
00d2ce15-79c9-42d9-baa1-2469843178cc,ULAN ID,500060475
00d4011e-a10d-47b3-ab83-2c7d2799d044,Wikidata ID,Q77015443
00d43131-cf95-4084-a2dd-379d01f13070,Wikidata ID,Q64596311
00d4be5e-2445-450b-a6a2-37552dc4e950,Wikidata ID,Q64559583
00d4dcfe-05b7-43b1-9a69-dc8290939d0e,Wikidata ID,Q76339001
00d4efcd-64a6-46a5-8e04-1c9f863b1d5e,ULAN ID,500191473
00d4efcd-64a6-46a5-8e04-1c9f863b1d5e,Wikidata ID,Q15438594
00d59720-260e-4452-b61b-2569ca4098bc,Wikidata ID,Q75441300
00d597dc-82e3-406b-92ae-be2874963137,Wikidata ID,Q76558189
00d5aa5f-63a2-452d-bd89-8b199ce77fe4,Wikidata ID,Q75405051
00d6ac00-146e-4880-a106-49ac3a068bd8,Wikidata ID,Q76561825
00d6d61e-801e-42d5-bcb1-4ca491ad3fe4,Wikidata ID,Q76456061
00d7fef7-74d5-48f3-968d-5fddf47a081b,Wikidata ID,Q77262220
00d80882-2bc2-42ca-818e-6e321fb70ddd,Old Accession Number,B-32249
00d80882-2bc2-42ca-818e-6e321fb70ddd,Wikidata ID,Q65568870
00d8294a-1e21-4a0e-8657-f307c4e7cff0,Wikidata ID,Q76353866
00d890e0-f3be-4f9b-8d01-2f0f0159cfa4,Wikidata ID,Q76439030
00d8d26a-6afd-45bc-9cd0-3d273358face,Wikidata ID,Q64161236
00db0115-bd07-4d8f-960a-ea04dd8b782a,Wikidata ID,Q75123969
00db7acc-0752-436d-bf74-78c5bdefa534,Wikidata ID,Q77013417
00dba8e3-40d2-4b94-8be0-3362ef624908,Old Accession Number,B-33486
00dba8e3-40d2-4b94-8be0-3362ef624908,Wikidata ID,Q74031670
00dd3e1d-f3b5-403a-82fe-bfe47bef0965,Old Accession Number,B-5224
00dd3e1d-f3b5-403a-82fe-bfe47bef0965,Wikidata ID,Q65018751
00dd7d7e-5ff0-4963-ab63-dd6c5f181c5f,Old Accession Number,6
00dd7d7e-5ff0-4963-ab63-dd6c5f181c5f,Wikidata ID,Q20173186
00de3e31-e297-48fb-986b-82f26209224e,Wikidata ID,Q76551165
00de752c-2589-471f-89fe-f0d3d7c52389,Wikidata ID,Q76455885
00def353-d81e-404d-8aaf-7215eb95b9b8,Wikidata ID,Q75402480
00e0cb4e-5cc0-475b-9a5a-95b90c35c559,Old Accession Number,B-11072
00e0cb4e-5cc0-475b-9a5a-95b90c35c559,Wikidata ID,Q64636411
00e19a33-c9b7-4464-ba50-6406824538a7,Wikidata ID,Q64593650
00e26efd-d658-4279-9d21-9b1b5e07627d,Old Accession Number,I-12218
00e26efd-d658-4279-9d21-9b1b5e07627d,Wikidata ID,Q64557110
00e28c92-21be-448f-acc2-a4e7f62deb51,Old Accession Number,B-31272
00e28c92-21be-448f-acc2-a4e7f62deb51,Wikidata ID,Q65567533
00e29733-eeac-49ca-a81a-3578d3d3202d,Old Accession Number,A-107
00e29733-eeac-49ca-a81a-3578d3d3202d,Wikidata ID,Q63809345
00e2ba15-96af-46ad-9150-f26a244ec105,Wikidata ID,Q63860961
00e2e7b6-5b8d-4673-9f82-73affe9a1ecc,Old Accession Number,B-7466
00e2e7b6-5b8d-4673-9f82-73affe9a1ecc,Wikidata ID,Q64962388
00e31d57-10bc-4d20-b7f7-189150aa1b5c,Old Accession Number,B-13491
00e31d57-10bc-4d20-b7f7-189150aa1b5c,Wikidata ID,Q65080576
00e361b7-7cf8-462e-af00-fab4027a2100,Wikidata ID,Q76557858
00e38410-a5cf-427e-8bb6-c962f5e6162c,Old Accession Number,B-29343
00e38410-a5cf-427e-8bb6-c962f5e6162c,Wikidata ID,Q65509159
00e4c9b5-4ea1-4705-8385-b660fdbf6946,Wikidata ID,Q64590883
00e5ef26-c166-4590-8fcf-22ae033e8b64,Old Accession Number,B-5472
00e5ef26-c166-4590-8fcf-22ae033e8b64,Wikidata ID,Q64954859
00e6330c-53a1-40a1-a8dc-562248224721,Wikidata ID,Q64612417
00e63eca-0d50-4375-8206-63084c2385f1,Wikidata ID,Q76439137
00e68d70-36d8-48e0-b1e2-96fe52df950e,Wikidata ID,Q76457731
00e6d61a-c971-422b-bcc1-fb38630bb25e,Wikidata ID,Q76455183
00e6d754-ace3-4039-be05-4a6c6b5f4bb4,Wikidata ID,Q74874456
00e7769b-618a-4620-b4be-063ce44161d7,Wikidata ID,Q74047734
00e8b412-7c48-4f6a-91df-27d6be106b83,ULAN ID,500445696
00e8b412-7c48-4f6a-91df-27d6be106b83,Wikidata ID,Q334001
00e8dbd9-1515-4fb2-b1c2-522e8057904d,Old Accession Number,B-11855
00e8dbd9-1515-4fb2-b1c2-522e8057904d,Wikidata ID,Q65084590
00e91609-f1db-4d41-8f7c-76f128a7ac5f,Old Accession Number,B-26531
00e91609-f1db-4d41-8f7c-76f128a7ac5f,Wikidata ID,Q65565095
00e94cd6-4b85-4ef3-b1a5-696d1c9f5bf1,Wikidata ID,Q76439705
00e9c801-f906-4449-b5e3-1599bbbbb3b8,Wikidata ID,Q64627690
00ea5f0d-23aa-4793-abfe-8ca9beaded2b,Wikidata ID,Q64170155
00ea79fa-0b1d-411e-a863-328d6a2a6664,Wikidata ID,Q77260588
00ec1e92-25af-48db-8b7b-f217598776c1,Wikidata ID,Q76456873
00ecd697-0d4e-44f4-a435-9ea898aab245,Wikidata ID,Q64591914
00ed38a2-7c52-44da-a8b2-1352bddd6ca7,Old Accession Number,I-12152
00ed38a2-7c52-44da-a8b2-1352bddd6ca7,Wikidata ID,Q64561529
00ed7bf7-21cf-4bb9-afe6-dcb76d8ef242,Wikidata ID,Q74877269
00ee16ee-92c6-4f33-b31a-fa26c5af824b,Wikidata ID,Q64146121
00ee6535-0a36-4457-8fe2-7f1768540a57,ULAN ID,500020522
00ef2264-2dbf-4c40-b232-9c6ea73916a0,Wikidata ID,Q75434472
00ef4bc9-bc60-44cf-ab9e-82dd0e2ddc4d,Wikidata ID,Q77014868
00ef8f33-9052-4de8-a52c-4ae7aa2cfc57,Wikidata ID,Q76561576
00f00c67-6e75-4d0e-80e4-c5f6cd383f3c,Wikidata ID,Q64630511
00f04198-606c-4ed4-9839-67cfff495599,Wikidata ID,Q77011047
00f05083-4537-4eee-9ae1-4d60a5e3685e,Wikidata ID,Q75406754
00f09ac8-6d6f-47ea-8049-132b6ce5ee06,Old Accession Number,B-29201
