constituentid,text,texttype,year
1925,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 291-292.",bibliography,1995
1911,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 160-162.",bibliography,1995
1825,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 172-196 [on Stuart's portrait of Reynolds]",bibliography,1995
1788,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 128-129.",bibliography,1995
1792,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 132-133.",bibliography,1995
1803,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 138-139.",bibliography,1995
12460,_Art Digest_ 56 (February 1951):5 [obituary],bibliography,1951
1774,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 112.",bibliography,1995
1424,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 109.",bibliography,1995
1289,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 101-102.",bibliography,1995
1261,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 90-91.",bibliography,1995
1357,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 104-105.",bibliography,1995
133,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 3.",bibliography,1995
174,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 219 [on Stuart's portrait of Horace Binney (1780-1875)]",bibliography,1995
346,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 300-303",bibliography,1995
1162,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 20-21.",bibliography,1995
968,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 10-11.",bibliography,1995
1029,"Miles, Ellen G. _American Paintings of the Eighteenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 13-14.",bibliography,1995
1911,"Morgan & Fielding 1931, 211-361.",bibliography,1931
16033,"_Art for the Nation: Gifts in Honor of the 50th Anniversary of the National Gallery of Art_. Exh. cat. National Gallery of Art, Washington, 1991: 230.",bibliography,1991
10755,"Park 1926, 714-715, no. 793, repro.",bibliography,1926
10842,"Park 1926, 802-803",bibliography,1926
1901,"Sutton, Peter C. _Masters of Seventeenth-Century Dutch Genre Painting_. Edited by Jane Iandola Watkins. Exh. cat. Philadelphia Museum of Art; Gemäldegalerie, Staatliche Museen Preussischer Kulturbesitz, Berlin; Royal Academy of Arts, London. Philadelphia, 1984: 307-325.",bibliography,1984
1403,"Sutton, Peter C. _Masters of Seventeenth-Century Dutch Genre Painting_. Edited by Jane Iandola Watkins. Exh. cat. Philadelphia Museum of Art; Gemäldegalerie, Staatliche Museen Preussischer Kulturbesitz, Berlin; Royal Academy of Arts, London. Philadelphia, 1984: 214-222.",bibliography,1984
1239,"Sutton, Peter C. _Masters of Seventeenth-Century Dutch Genre Painting_. Edited by Jane Iandola Watkins. Exh. cat. Philadelphia Museum of Art; Gemäldegalerie, Staatliche Museen Preussischer Kulturbesitz, Berlin; Royal Academy of Arts, London. Philadelphia, 1984: 181-188.",bibliography,1984
1485,"Sutton, Peter C. _Masters of Seventeenth-Century Dutch Genre Painting_. Edited by Jane Iandola Watkins. Exh. cat. Philadelphia Museum of Art; Gemäldegalerie, Staatliche Museen Preussischer Kulturbesitz, Berlin; Royal Academy of Arts, London. Philadelphia, 1984: 233-235.",bibliography,1984
1503,"Sutton, Peter C. _Masters of Seventeenth-Century Dutch Genre Painting_. Edited by Jane Iandola Watkins. Exh. cat. Philadelphia Museum of Art; Gemäldegalerie, Staatliche Museen Preussischer Kulturbesitz, Berlin; Royal Academy of Arts, London. Philadelphia, 1984: 239-242.",bibliography,1984
1760,"Sutton, Peter C. _Masters of Seventeenth-Century Dutch Genre Painting_. Edited by Jane Iandola Watkins. Exh. cat. Philadelphia Museum of Art; Gemäldegalerie, Staatliche Museen Preussischer Kulturbesitz, Berlin; Royal Academy of Arts, London. Philadelphia, 1984: 281-289.",bibliography,1984
1717,"Sutton, Peter C. _Masters of Seventeenth-Century Dutch Genre Painting_. Edited by Jane Iandola Watkins. Exh. cat. Philadelphia Museum of Art; Gemäldegalerie, Staatliche Museen Preussischer Kulturbesitz, Berlin; Royal Academy of Arts, London. Philadelphia, 1984: 248-253.",bibliography,1984
983,"Sutton, Peter C. _Masters of Seventeenth-Century Dutch Genre Painting_. Edited by Jane Iandola Watkins. Exh. cat. Philadelphia Museum of Art; Gemäldegalerie, Staatliche Museen Preussischer Kulturbesitz, Berlin; Royal Academy of Arts, London. Philadelphia, 1984: 152-154.",bibliography,1984
5540,"Pope-Hennessy 1986, 344-345.",bibliography,1986
2107,"Pope-Hennessy 1986, 441.",bibliography,1986
6867,"Rumford 1981, 112-117, 176-182.",bibliography,1981
6690,"Rumford 1981, 198-199.",bibliography,1981
1425,"Rumford 1981, 132-133.",bibliography,1981
1420,"Rumford 1981, 128-132.",bibliography,1981
1299,"Rumford 1981, 93-101.",bibliography,1981
1801,"Rumford 1981, 172-175.",bibliography,1981
1806,"Rumford 1981, 176-182.",bibliography,1981
5518,"Rumford 1981, 112-117.",bibliography,1981
1021,"Rumford 1981, 61-65.",bibliography,1981
750,"Rumford 1981, 50-55.",bibliography,1981
1424,"Sadik 1966, 108-110.",bibliography,1966
1803,"Saunders and Miles 1987, 265-268.",bibliography,1987
1357,"Saunders and Miles 1987, 170-175.",bibliography,1987
1289,"Saunders and Miles 1987, 165-169.",bibliography,1987
1925,"Saunders and Miles 1987, 183-186.",bibliography,1987
1981,"Saunders and Miles 1987, 176-182.",bibliography,1987
133,"Saunders and Miles 1987, 190-191.",bibliography,1987
968,"Saunders and Miles 1987, 192-195.",bibliography,1987
2297,"Scher, Stephen K., ed. _The Currency of Fame: Portrait Medals of the Renaissance_, exh. cat., National Gallery of Art, Washington; The Frick Collection, New York, 1994: 314.",bibliography,1994
2050,"Scher, Stephen K., ed. _The Currency of Fame: Portrait Medals of the Renaissance_, exh. cat., National Gallery of Art, Washington; The Frick Collection, New York, 1994: 121-122.",bibliography,1994
5519,"Schloss 1972, 15, 42-48.",bibliography,1972
1502,"Schloss 1972, 41.",bibliography,1972
1036,"Schloss 1972, 34.",bibliography,1972
61,"Schloss 1972, 32.",bibliography,1972
12920,"Shapley, Fern Rusk. _Paintings from the Samuel H. Kress Collection: Italian Schools, XIII-XV Century_. London, 1966: 45.",bibliography,1966
12914,"Shapley, Fern Rusk. _Paintings from the Samuel H. Kress Collection: Italian Schools, XIII-XV Century_. London, 1966: 57.",bibliography,1966
1687,"Shapley, Fern Rusk. _Paintings from the Samuel H. Kress Collection: Italian Schools, XIII-XV Century_. London, 1966: 65.",bibliography,1966
12984,"Shapley, Fern Rusk. _Paintings from the Samuel H. Kress Collection: Italian Schools, XV-XVI Century_. London, 1968: 116-117.",bibliography,1968
12975,"Shapley, Fern Rusk. _Paintings from the Samuel H. Kress Collection: Italian Schools, XV-XVI Century_. London, 1968: 126.",bibliography,1968
12976,"Shapley, Fern Rusk. _Paintings from the Samuel H. Kress Collection: Italian Schools, XV-XVI Century_. London, 1968: 95.",bibliography,1968
9811,"Shapley, Fern Rusk. _Paintings from the Samuel H. Kress Collection: Italian Schools, XV-XVI Century_. London, 1968: 87.",bibliography,1968
12433,"Shapley, Fern Rusk. _Paintings from the Samuel H. Kress Collection: Italian Schools, XV-XVI Century_. London, 1968: 78.",bibliography,1968
12926,"Shapley, Fern Rusk. _Paintings from the Samuel H. Kress Collection: Italian Schools, XV-XVI Century_. London, 1968: 8.",bibliography,1968
1760,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 1(1829):107-178; 9(1842):79-136.",bibliography,1829
1761,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 1(1829):179-198; 9(1842):121, 815.",bibliography,1829
1717,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 4(1833):70-110; 9(1842):517.",bibliography,1829
1239,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 1(1829):1-47.",bibliography,1829
1403,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 4(1833):217-242; 9(1842):563-574.",bibliography,1829
1409,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 6(1835):465-491, 9(1842):786-789.",bibliography,1829
1398,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 6(1835):109-163, 9(1842):719-729.",bibliography,1829
5957,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 6(1835):401-458, 561-568; 9(1842):777-785.",bibliography,1829
1901,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 4(1833):xv-xx, 1-69; 9(1842):473.",bibliography,1829
1822,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 7(1836).",bibliography,1829
1809,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 6(1835):285-300; 9(1842):750-755.",bibliography,1829
1797,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 5(1834):113-165; 9(1842):620-628.",bibliography,1829
1850,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 6(1835):1-107; 9(1842):680-718.",bibliography,1829
983,"Smith, John. _A Catalogue Raisonné of the Works of the Most Eminent Dutch, Flemish and French Painters_. 9 vols. London, 1829-1842: 4(1833):111-142; 9(1842):529.",bibliography,1829
2312,"Wilson, Timothy. _Ceramic Art of the Italian Renaissance_. Austin, 1987: 103-108.",bibliography,1987
5512,"Wilson, Timothy. _Ceramic Art of the Italian Renaissance_. Austin, 1987: 44-51.",bibliography,1987
2336,"Wilson, Timothy. _Ceramic Art of the Italian Renaissance_. Austin, 1987: 52-59.",bibliography,1987
6708,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 89-90.",bibliography,1998
6676,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 43.",bibliography,1998
5529,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 191.",bibliography,1998
1974,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 232-233.",bibliography,1998
1975,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 264-265.",bibliography,1998
11010,"_The Great Age of British Watercolors 1750-1880_. Exh. cat. NGA, 1993.",bibliography,1993
1984,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 269.",bibliography,1998
1945,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 206.",bibliography,1998
1948,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 209-210.",bibliography,1998
1963,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 223-224.",bibliography,1998
1969,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 227.",bibliography,1998
1958,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 218-219.",bibliography,1998
1914,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 136-137.",bibliography,1998
1922,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 199.",bibliography,1998
1919,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 195-196.",bibliography,1998
1940,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 202-203.",bibliography,1998
1908,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 132.",bibliography,1998
1851,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 93-94.",bibliography,1998
1858,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 102-103.",bibliography,1998
1892,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 129.",bibliography,1998
1810,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 80-81.",bibliography,1998
1817,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 86-87.",bibliography,1998
1716,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 7-8.",bibliography,1998
1730,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 10-11.",bibliography,1998
1711,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 3-4.",bibliography,1998
1768,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 40.",bibliography,1998
1775,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 46-48.",bibliography,1998
1780,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 75-76.",bibliography,1998
1737,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 14-15.",bibliography,1998
1747,"Torchia, Robert Wilson, with Deborah Chotner and Ellen G. Miles. _American Paintings of the Nineteenth Century, Part II_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1998: 19-20.",bibliography,1998
1423,"Tuckerman 1867, 466-471.",bibliography,1867
1412,"Tuckerman 1867, 233-246.",bibliography,1867
1410,"Tuckerman 1867, 69-70.",bibliography,1867
1191,"Tuckerman 1867, 532-540.",bibliography,1867
1266,"Tuckerman 1867, 300-305.",bibliography,1867
1324,"Tuckerman 1867, 61-62.",bibliography,1867
1408,"Tuckerman 1867, 321-332.",bibliography,1867
85,"Tuckerman 1867, 459-460.",bibliography,1867
8999,"_The Art Digest_ 6 (1 January, 1932): 2.",bibliography,1932
32,"Willigen, Adriaan van der. _Les Artistes de Harlem: Notices historiques avec un précis sur la Gilde de St. Luc_. Revised and enlarged ed.  Haarlem and The Hague, 1870: 156-157.",bibliography,1870
1760,"Willigen, Adriaan van der. _Les Artistes de Harlem: Notices historiques avec un précis sur la Gilde de St. Luc_. Revised and enlarged ed.  Haarlem and The Hague, 1870: 21-23, 29, 233-241.",bibliography,1870
1761,"Willigen, Adriaan van der. _Les Artistes de Harlem: Notices historiques avec un précis sur la Gilde de St. Luc_. Revised and enlarged ed.  Haarlem and The Hague, 1870: 29, 233-240.",bibliography,1870
1853,"Willigen, Adriaan van der. _Les Artistes de Harlem: Notices historiques avec un précis sur la Gilde de St. Luc_. Revised and enlarged ed.  Haarlem and The Hague, 1870: 20, 261-262.",bibliography,1870
2451,"Willigen, Adriaan van der. _Les Artistes de Harlem: Notices historiques avec un précis sur la Gilde de St. Luc_. Revised and enlarged ed.  Haarlem and The Hague, 1870: 18, 21, 27, 225-227, 229.",bibliography,1870
2324,"Verdier 1967, xix-xx.",bibliography,1967
2322,"Verdier 1967, xxv-xxvi.",bibliography,1967
2317,"Verdier 1967, xxi-xxii.",bibliography,1967
2304,"Verdier 1967, xiv, xxiv.",bibliography,1967
6870,"Verdier 1967, xxiii-xxiv.",bibliography,1967
6873,"Verdier 1967, xviii.",bibliography,1967
27,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 3.",bibliography,1995
32,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 99.",bibliography,1995
129,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 9.",bibliography,1995
983,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 26.",bibliography,1995
9893,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 5.",bibliography,1995
6677,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 181-182.",bibliography,1995
11192,"Wheelock, Arthur K., Jr._Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 19.",bibliography,1995
2377,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 22.",bibliography,1995
2451,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 178.",bibliography,1995
5451,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 359-360.",bibliography,1995
5957,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 14-15.",bibliography,1995
5932,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 95-96.",bibliography,1995
6626,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 172.",bibliography,1995
1850,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 338-339.",bibliography,1995
1853,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 348-349.",bibliography,1995
1809,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 201.",bibliography,1995
1822,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 204-210.",bibliography,1995
1797,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 197-198.",bibliography,1995
1901,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 363.",bibliography,1995
1951,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 370.",bibliography,1995
1944,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 393-394.",bibliography,1995
1761,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 191.",bibliography,1995
1760,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 184-185.",bibliography,1995
1718,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 168-169.",bibliography,1995
1717,".Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 164.",bibliography,1995
1409,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 142.",bibliography,1995
1430,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 145-146.",bibliography,1995
1441,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 152.",bibliography,1995
1485,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 154-155.",bibliography,1995
1503,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 159-160.",bibliography,1995
1403,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 132-133.",bibliography,1995
1398,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 112.",bibliography,1995
1395,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 106-107.",bibliography,1995
1383,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 102-103.",bibliography,1995
1371,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 91-92.",bibliography,1995
1369,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 65-66.",bibliography,1995
1354,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 61.",bibliography,1995
1202,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 32-33.",bibliography,1995
1239,"Wheelock, Arthur K., Jr. _Dutch Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1995: 56-57.",bibliography,1995
1259,"Wheelock, Arthur K., Jr. _Flemish Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2005: 20-21.",bibliography,2005
1426,"Wheelock, Arthur K., Jr. _Flemish Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2005: 205 n. 47.",bibliography,2005
1748,"Wheelock, Arthur K., Jr. _Flemish Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2005: 133-134.",bibliography,2005
1915,"Wheelock, Arthur K., Jr. _Flemish Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2005: 228.",bibliography,2005
1923,"Wheelock, Arthur K., Jr. _Flemish Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2005: 231-232.",bibliography,2005
1847,"Wheelock, Arthur K., Jr. _Flemish Paintings of the Seventeenth Century_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 2005: 144-145.",bibliography,2005
