objectid,element,dimensiontype,dimension,unitname
67309,image,height,6.7000000000,centimeters
67309,image,width,10.4000000000,centimeters
67310,image,height,10.3000000000,centimeters
67310,image,width,12.5000000000,centimeters
67311,image,height,17.4000000000,centimeters
67311,image,width,22.0000000000,centimeters
67312,image,height,13.9000000000,centimeters
67312,image,width,51.7000000000,centimeters
67313,image,height,16.0000000000,centimeters
67313,image,width,11.2000000000,centimeters
67314,image,height,15.8000000000,centimeters
67314,image,width,11.5000000000,centimeters
67315,image,height,16.2000000000,centimeters
67315,image,width,11.2000000000,centimeters
67316,image,height,16.3000000000,centimeters
67316,image,width,11.7000000000,centimeters
67317,image,height,35.3000000000,centimeters
67317,image,width,51.7000000000,centimeters
67318,image,height,35.1000000000,centimeters
67318,image,width,51.0000000000,centimeters
67319,image,height,35.0000000000,centimeters
67319,image,width,51.5000000000,centimeters
67320,image,height,34.7000000000,centimeters
67320,image,width,52.1000000000,centimeters
67321,image,height,35.2000000000,centimeters
67321,image,width,51.7000000000,centimeters
67322,image,height,34.8000000000,centimeters
67322,image,width,51.6000000000,centimeters
67323,image,height,34.7000000000,centimeters
67323,image,width,51.1000000000,centimeters
67324,image,height,35.2000000000,centimeters
67324,image,width,50.8000000000,centimeters
67325,image,height,35.2000000000,centimeters
67325,image,width,51.2000000000,centimeters
67326,image,height,34.0000000000,centimeters
67326,image,width,51.5000000000,centimeters
67327,image,height,35.0000000000,centimeters
67327,image,width,52.9000000000,centimeters
67328,image,height,33.8000000000,centimeters
67328,image,width,51.7000000000,centimeters
67329,image,height,34.6000000000,centimeters
67329,image,width,52.5000000000,centimeters
67330,image,height,34.8000000000,centimeters
67330,image,width,52.6000000000,centimeters
67331,image,height,34.2000000000,centimeters
67331,image,width,51.6000000000,centimeters
67332,image,height,34.6000000000,centimeters
67332,image,width,52.2000000000,centimeters
67333,image,height,33.7000000000,centimeters
67333,image,width,51.5000000000,centimeters
67334,image,height,34.2000000000,centimeters
67334,image,width,51.9000000000,centimeters
67335,image,height,34.6000000000,centimeters
67335,image,width,52.7000000000,centimeters
67336,image,height,34.4000000000,centimeters
67336,image,width,52.1000000000,centimeters
67337,image,height,34.2000000000,centimeters
67337,image,width,52.0000000000,centimeters
67338,image,height,34.5000000000,centimeters
67338,image,width,52.4000000000,centimeters
67339,image,height,32.8000000000,centimeters
67339,image,width,49.4000000000,centimeters
67340,image,height,29.8000000000,centimeters
67340,image,width,47.1000000000,centimeters
67341,image,height,34.8000000000,centimeters
67341,image,width,51.3000000000,centimeters
67342,image,height,36.1000000000,centimeters
67342,image,width,23.3000000000,centimeters
67343,image,height,35.4000000000,centimeters
67343,image,width,23.3000000000,centimeters
67344,image,height,35.3000000000,centimeters
67344,image,width,51.5000000000,centimeters
67345,overall,height,46.3000000000,centimeters
67345,overall,width,63.1000000000,centimeters
67346,overall,height,93.8000000000,centimeters
67346,overall,width,67.0000000000,centimeters
67347,overall,height,127.0000000000,centimeters
67347,overall,width,101.5000000000,centimeters
67348,overall,height,18.7000000000,centimeters
67348,overall,width,14.9000000000,centimeters
67349,overall,height,32.5000000000,centimeters
67349,overall,width,23.8000000000,centimeters
67350,overall,height,91.4000000000,centimeters
67350,overall,width,61.0000000000,centimeters
67351,overall,height,28.0000000000,centimeters
67351,overall,width,21.3000000000,centimeters
67352,overall,height,28.0000000000,centimeters
67352,overall,width,21.3000000000,centimeters
67353,sheet,height,24.8000000000,centimeters
67353,sheet,width,19.2000000000,centimeters
67354,overall,height,46.9000000000,centimeters
67354,overall,width,31.0000000000,centimeters
67355,plate,height,41.1000000000,centimeters
67355,plate,width,53.4000000000,centimeters
67356,plate,height,21.0000000000,centimeters
67356,plate,width,28.8000000000,centimeters
67357,overall,height,96.2000000000,centimeters
67357,overall,width,116.4000000000,centimeters
67358,overall,depth,3.4925069850,centimeters
67358,overall,height,97.8000000000,centimeters
67358,overall,width,100.3302006604,centimeters
67359,overall,height,100.8000000000,centimeters
67359,overall,width,138.1000000000,centimeters
67360,overall,height,126.4000000000,centimeters
67360,overall,width,111.8000000000,centimeters
67361,overall,height,130.2000000000,centimeters
67361,overall,width,81.5000000000,centimeters
67362,overall,height,130.2000000000,centimeters
67362,overall,width,81.5000000000,centimeters
67363,overall,height,137.9000000000,centimeters
67363,overall,width,90.8000000000,centimeters
67364,overall,height,136.8000000000,centimeters
67364,overall,width,100.3000000000,centimeters
67365,overall,height,111.8000000000,centimeters
67365,overall,width,91.8000000000,centimeters
67366,overall,height,98.7000000000,centimeters
67366,overall,width,138.8000000000,centimeters
67367,overall,height,92.1000000000,centimeters
67367,overall,width,122.2000000000,centimeters
67368,overall,height,123.1000000000,centimeters
67368,overall,width,61.4000000000,centimeters
67369,overall,height,142.6000000000,centimeters
67369,overall,width,81.9000000000,centimeters
67370,overall,height,101.6000000000,centimeters
67370,overall,width,127.1000000000,centimeters
67371,overall,height,90.8000000000,centimeters
67371,overall,width,84.5000000000,centimeters
67372,overall,height,98.8000000000,centimeters
67372,overall,width,83.8000000000,centimeters
67373,overall,height,96.2000000000,centimeters
67373,overall,width,53.0000000000,centimeters
67374,overall,height,98.1000000000,centimeters
67374,overall,width,80.0000000000,centimeters
67375,overall,height,98.4000000000,centimeters
67375,overall,width,70.8000000000,centimeters
67376,overall,height,68.5000000000,centimeters
67376,overall,width,96.8000000000,centimeters
67377,overall,height,100.7000000000,centimeters
67377,overall,width,80.5000000000,centimeters
67378,overall,height,73.5000000000,centimeters
67378,overall,width,101.4000000000,centimeters
67379,overall,height,100.3000000000,centimeters
67379,overall,width,135.9000000000,centimeters
67380,overall,height,79.7000000000,centimeters
67380,overall,width,59.7000000000,centimeters
67381,overall,height,91.3000000000,centimeters
67381,overall,width,71.5000000000,centimeters
67382,overall,height,50.8000000000,centimeters
67382,overall,width,40.7000000000,centimeters
67383,overall,height,60.6000000000,centimeters
67383,overall,width,46.4000000000,centimeters
67384,overall,height,80.9000000000,centimeters
67384,overall,width,61.6000000000,centimeters
67385,overall,height,71.1000000000,centimeters
67385,overall,width,91.5000000000,centimeters
67386,overall,height,91.6000000000,centimeters
67386,overall,width,71.3000000000,centimeters
67387,overall,height,70.8000000000,centimeters
67387,overall,width,91.4000000000,centimeters
67388,overall,height,45.8000000000,centimeters
67388,overall,width,61.5000000000,centimeters
67389,overall,height,50.8000000000,centimeters
67389,overall,width,70.8000000000,centimeters
67390,overall,height,61.0000000000,centimeters
67390,overall,width,81.0000000000,centimeters
67391,overall,height,76.0000000000,centimeters
67391,overall,width,91.3000000000,centimeters
67392,overall,height,91.0000000000,centimeters
67392,overall,width,60.6000000000,centimeters
67393,overall,height,91.6000000000,centimeters
67393,overall,width,71.3000000000,centimeters
67394,overall,height,71.4000000000,centimeters
67394,overall,width,91.8000000000,centimeters
67395,overall,height,61.3500000000,centimeters
67395,overall,width,81.3000000000,centimeters
67396,overall,height,81.2000000000,centimeters
67396,overall,width,60.6000000000,centimeters
67397,overall,height,100.3000000000,centimeters
67397,overall,width,44.8000000000,centimeters
67398,overall,height,61.0000000000,centimeters
67398,overall,width,81.3000000000,centimeters
67399,overall,height,81.5000000000,centimeters
67399,overall,width,60.9000000000,centimeters
67400,overall,height,80.7000000000,centimeters
67400,overall,width,54.2000000000,centimeters
67401,overall,height,91.8000000000,centimeters
67401,overall,width,55.7000000000,centimeters
67402,overall,height,91.5000000000,centimeters
67402,overall,width,55.8000000000,centimeters
67403,overall,height,81.4000000000,centimeters
67403,overall,width,60.7000000000,centimeters
67404,overall,height,80.6000000000,centimeters
67404,overall,width,61.0000000000,centimeters
67405,overall,height,51.1000000000,centimeters
67405,overall,width,61.3000000000,centimeters
67406,overall,height,51.1000000000,centimeters
67406,overall,width,76.2000000000,centimeters
67407,overall,height,60.9000000000,centimeters
67407,overall,width,45.6000000000,centimeters
67408,overall,height,40.7000000000,centimeters
67408,overall,width,50.9000000000,centimeters
67409,overall,height,56.0000000000,centimeters
67409,overall,width,70.9000000000,centimeters
67410,overall,height,72.0000000000,centimeters
67410,overall,width,91.8000000000,centimeters
67411,overall,height,60.0000000000,centimeters
67411,overall,width,80.6000000000,centimeters
67412,overall,height,61.1000000000,centimeters
67412,overall,width,71.1000000000,centimeters
67413,overall,height,58.4000000000,centimeters
67413,overall,width,48.3000000000,centimeters
67414,overall,height,35.5000000000,centimeters
67414,overall,width,60.9000000000,centimeters
67415,overall,height,76.3000000000,centimeters
67415,overall,width,91.5000000000,centimeters
67416,overall,height,75.9000000000,centimeters
67416,overall,width,91.8000000000,centimeters
67417,overall,height,75.6000000000,centimeters
67417,overall,width,91.0000000000,centimeters
67418,overall,height,70.2000000000,centimeters
67418,overall,width,96.1000000000,centimeters
67419,overall,height,100.0000000000,centimeters
67419,overall,width,69.8000000000,centimeters
67420,overall,height,99.7000000000,centimeters
67420,overall,width,69.8000000000,centimeters
67421,overall,height,99.9000000000,centimeters
67421,overall,width,69.9000000000,centimeters
67422,overall,height,71.0000000000,centimeters
67422,overall,width,98.0000000000,centimeters
67423,overall,height,100.0000000000,centimeters
67423,overall,width,70.0000000000,centimeters
67424,overall,height,70.2000000000,centimeters
67424,overall,width,99.7000000000,centimeters
67425,overall,height,79.7000000000,centimeters
67425,overall,width,100.7000000000,centimeters
67426,overall,height,100.8000000000,centimeters
67426,overall,width,71.1000000000,centimeters
67427,overall,height,100.3000000000,centimeters
67427,overall,width,69.9000000000,centimeters
67428,overall,height,69.2000000000,centimeters
67428,overall,width,99.1000000000,centimeters
67429,overall,height,49.9000000000,centimeters
67429,overall,width,70.1000000000,centimeters
67430,overall,height,61.1000000000,centimeters
67430,overall,width,80.1000000000,centimeters
67431,overall,height,98.0000000000,centimeters
67431,overall,width,70.5000000000,centimeters
67432,overall,height,80.5000000000,centimeters
67432,overall,width,100.4000000000,centimeters
67433,overall,height,100.0000000000,centimeters
67433,overall,width,69.2000000000,centimeters
67434,overall,height,97.2000000000,centimeters
67434,overall,width,69.5000000000,centimeters
67435,overall,height,76.1000000000,centimeters
67435,overall,width,93.7000000000,centimeters
67436,overall,height,97.5000000000,centimeters
67436,overall,width,67.3000000000,centimeters
67437,overall,height,70.2000000000,centimeters
67437,overall,width,91.4000000000,centimeters
67438,overall,height,69.9000000000,centimeters
67438,overall,width,97.8000000000,centimeters
67439,overall,height,69.9000000000,centimeters
67439,overall,width,97.8000000000,centimeters
67440,overall,height,99.9000000000,centimeters
67440,overall,width,69.3000000000,centimeters
67441,overall,height,69.9000000000,centimeters
67441,overall,width,54.6000000000,centimeters
67442,overall,height,69.7000000000,centimeters
67442,overall,width,49.1000000000,centimeters
67443,overall,height,65.0000000000,centimeters
67443,overall,width,49.9000000000,centimeters
67444,overall,height,48.6000000000,centimeters
67444,overall,width,63.8000000000,centimeters
67445,overall,height,56.5000000000,centimeters
67445,overall,width,76.8000000000,centimeters
67446,overall,height,56.4000000000,centimeters
67446,overall,width,76.5000000000,centimeters
67447,overall,height,80.6000000000,centimeters
67447,overall,width,47.3000000000,centimeters
67448,overall,height,63.5000000000,centimeters
