1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1929,1929,Vincent van Gogh,NULL,"Pfister, Kurt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Berlin,NULL,NULL,NULL,pl.25.
1963.10.151,"Faille 1970, no. 431",Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,1984,1984,Van Gogh in Arles,NULL,"Pickvance, Ronald",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York: Metropolitan Museum of Art,NULL,NULL,NULL,"156, fig. 41."
1963.10.151,"Faille 1970, no. 431",Academic Journal,http://vocab.getty.edu/aat/300215390,1984,1984,Japan as Primitivistic Utopia: van Gogh's Japonisme Portraits,NULL,"Kodera, Tsukasa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"189-208, fig. 6."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1997,1997,"Van Gogh's Progress: Utopia, Modernity, and Late-Nineteenth-Century Art",NULL,"Zemel, Carol",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Berkeley, Los Angeles and London",NULL,NULL,NULL,"115-117, repro."
1963.10.151,"Faille 1970, no. 431",Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2000,2000,Famine to Feast: Portrait Making at St.-Rémy and Auvers,NULL,"Sund, Judy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Detroit Institute of Arts,NULL,NULL,NULL,183-227.
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,2001,2001,"Seeking The Studio of the South: Vincent van Gogh, Gauguin, and Avant Guard Identity",NULL,"Childs, Elizabeth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Saint Louis,NULL,NULL,NULL,"120-134, repro."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,2007,2007,Van Gogh Paintings: The Masterpieces,NULL,"Thomson, Belinda",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,London,NULL,NULL,NULL,"108, repro."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1912,1912,Vincent van Gogh,NULL,"Meier-Graefe, Julius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Munich,NULL,NULL,NULL,"49, repro."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1991,1991,America's National Gallery of Art: A Gift to the Nation,NULL,"Kopper, Philip",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,239.
1963.10.151,"Faille 1970, no. 431",Collection Catalogue,http://vocab.getty.edu/aat/300417819,2004,2004,National Gallery of Art: Master Paintings from the Collection,NULL,"Hand, John Oliver",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Washington and New York,NULL,NULL,NULL,"368-369, no. 303, color repro."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,2002,2002,The account book of Theo van Gogh and Jo van Gogh-Bonger,NULL,"Stolwijk, Chris, and Han Veenenbos",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Amsterdam and Leiden,NULL,NULL,NULL,"52 (17/12), 127 (92/10), 149, 172 no. F 431 JH 1519."
1963.10.151,"Faille 1970, no. 431",Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2001,2001,Van Gogh and Gauguin: The Studio of the South,NULL,"Druick, Douglas W. and Peter Kort Zegers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chicago and New York,NULL,NULL,NULL,"126-128, repro."
1963.10.151,"Faille 1970, no. 431",Essay,http://vocab.getty.edu/aat/300026291,1976,1976,Dialogue in Art: Japan and the West,NULL,"Dorival, Bernard, ed. Chisaburo F. Yamada
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tokyo and New York,NULL,NULL,NULL,repro. 45.
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1935,1935,Meisterwerke Europäischer Malerei in Amerika,NULL,"Tietze, Hans",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vienna,NULL,NULL,NULL,"302, repro."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1944,1944,French Impressionists and their Contemporaries Represented in American Collections,NULL,"Jewell, Edward Alden",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"repro. 157.
"
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1999,1999,The Bellagio Gallery of Fine Art: European and American Masters,NULL,"Lumpkin, Libby, ed.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Las Vegas,NULL,NULL,NULL,"104, repro."
1963.10.151,"Faille 1970, no. 431",Essay,http://vocab.getty.edu/aat/300026291,1936,1936,Vorkriegseuropa im Gleichnis meines Lebens,NULL,"Sternheim, Carl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Amsterdam,NULL,NULL,NULL,"137, 165."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1995,1995,Tagebücher 1905-1927. Die Jahre mit Carl Sternhaim,NULL,"Sternheim, Thea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mainz,NULL,NULL,NULL,25.
1963.10.151,"Faille 1970, no. 431",Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2000,2000,Arlésienne : le mythe?,NULL,Museon Arlaten,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Arles,NULL,NULL,NULL,"178, repro. 43."
1963.10.151,"Faille 1970, no. 431",Newspaper,http://vocab.getty.edu/aat/300026656,1929,1929,New York Times Photogravure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,repro.
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1920,1920,Van Gogh Mappe,NULL,"Hagan, Oscar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Munich,NULL,NULL,NULL,"no. 14, as Junges Mädchen."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1935,1935,"Van Gogh, peintre",NULL,"Terrasse, Charles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paris,NULL,NULL,NULL,"109, repro."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1933,1933,Vincent van Gogh: A Biographical Study,NULL,"Meier-Graefe, Julius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,pl. 58.
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1935,1935,Recueil important des oeuvres de Vincent van Gogh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tokyo,NULL,NULL,NULL,2:pl. 11.
1963.10.151,"Faille 1970, no. 431",Periodical,http://vocab.getty.edu/aat/300026657,1929,1929,L'Art français en Norvège,NULL,"Jamot, Paul",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"94, repro."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1941,1941,"Briefe an Emile Bernard, Paul Gauguin, John Russell, Paul Signac und  Anderer",NULL,Graber. Hans,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Basel,NULL,NULL,NULL,repro. opposite 52.
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1922,1922,"Vincent van Gogh, a biographical study",NULL,"Meier-Graefe, Julius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,London,NULL,NULL,NULL,2:repro. 94A.
1963.10.151,"Faille 1970, no. 431",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,"National Gallery of Art, Washington",NULL,"Walker, John",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"520, repro. 521."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1922,1922,Vincent van Gogh,NULL,"Pfister, Kurt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Potsdam,NULL,NULL,NULL,repro. 31.
1963.10.151,"Faille 1970, no. 431",Periodical,http://vocab.getty.edu/aat/300026657,1895,1895,Jean Carriès – Vincent van Gogh,NULL,"Natanson, Thadée",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,572-573.
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1905,1905,Vincent van Gogh: 40 Photocollographies d’après ses tableaux et dessins,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Amsterdam,NULL,NULL,NULL,no. 32 as Portrait de fille (Collection Mme van Gogh-Bonger).
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1950,1950,Vincent van Gogh,NULL,"Schapiro, Meyer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"59, repro."
1963.10.151,"Faille 1970, no. 431",Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,1990,1990,"Vincent van Gogh, Paintings",NULL,"Uitert, Evert van, Louis van Tilborgh, and Sjraar van Heugten",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Milan and Rome,NULL,NULL,NULL,"20, fig. 6."
1963.10.151,"Faille 1970, no. 431",Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2005,2005,Vincent van Gogh: The Drawings,NULL,"Ives, Colta, et al.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New Haven,NULL,NULL,NULL,"232, fig. 157."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,2009,2009,Van Gogh: A Literary Mind. Literature in the Correspondence of Vincent van Gogh,NULL,"Veen, Wouter van der",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Zwolle and Amsterdam,NULL,NULL,NULL,"204, repro. 205."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Les 70 jours de van Gogh à Auvers,NULL,"Gachet, Paul",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Saint-Ouen-l'Aumône,NULL,NULL,NULL,"159, 318 (where dated around 25 June 1890), color repro XXVII."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1929,1929,"Briefe an Emile Bernard, Paul Gauguin, Paul Signac und Andere",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Basel,NULL,NULL,NULL,"44-45, repro. 48."
1963.10.151,"Faille 1970, no. 431",Monograph,http://vocab.getty.edu/aat/300060417,1951,1951,Vincent van Gogh,NULL,"Schapiro, Meyer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,London,NULL,NULL,NULL,"59, repro."
1963.10.152,"Faille 1970, no. 656",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1942,1942,French Paintings from the Chester Dale Collection,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Washington, DC",NULL,NULL,NULL,"78, repro."
1963.10.152,"Faille 1970, no. 656",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1944,1944,French Paintings from the Chester Dale Collection,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Washington, DC",NULL,NULL,NULL,"78, repro."
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1952,1952,Great Paintings from the National Gallery of Art,NULL,"Cairns, Huntington and John Walker, eds.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"170, color repro."
1963.10.152,"Faille 1970, no. 656",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1953,1953,French Paintings from the Chester Dale Collection,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Washington, DC",NULL,NULL,NULL,"85, repro."
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1957,1957,"Comparisons in Art: A Companion to the National Gallery of Art, Washington, DC",NULL,"Shapley, Fern Rusk",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,London,NULL,NULL,NULL,pl. 156.
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1963,1963,"National Gallery of Art, Washington, DC",NULL,"Walker, John",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"327, repro."
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Summary Catalogue of European Paintings and Sculpture,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Washington,NULL,NULL,NULL,59.
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1966,1966,A Pageant of Painting from the National Gallery of Art,NULL,"Cairns, Huntington, and John Walker, ed.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2 vols.,New York,NULL,NULL,NULL,"2:468, color repro."
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1968,1968,European Paintings and Sculpture: Illustrations (Companion to the Summary Catalogue),NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Washington,NULL,NULL,NULL,"51, repro."
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,European Paintings: An Illustrated Summary Catalogue,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Washington,NULL,NULL,NULL,"156, repro."
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1978,1978,"Adventures in Art: National Gallery of Art, Washington, D.C.",NULL,"King, Marian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"92, pl. 56."
1963.10.152,"Faille 1970, no. 656",Essay,http://vocab.getty.edu/aat/300026291,1984,1984,"National Gallery of Art, Washington",NULL,"Walker, John",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"520, no. 780, color repro."
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1937,1937,"Vincent van Gogh's Great Period: Arles, St. Rémy and Auvers sur Oise (Complete Catalogue)",NULL,"Scherjon, W., and Jos. de Gruyter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Amsterdam,NULL,NULL,NULL,"266-267, no. 71, repro."
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1939,1939,Vincent Van Gogh,NULL,"Faille, J.-B. de la.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York and Paris,NULL,NULL,NULL,"456, no. 656, repro."
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Eighteenth and Nineteenth Century Paintings & Sculpture of the French School in the Chester Dale Collection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"National Gallery of Art, Washington",NULL,NULL,NULL,"127, repro."
1963.10.152,"Faille 1970, no. 656",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1970,1970,The Works of Vincent van Gogh: Paintings and Drawings,NULL,"Faille, J.-B. de la",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Amsterdam,NULL,NULL,NULL,"no. F656, repro."
1963.10.152,"Faille 1970, no. 656",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1980,1980,"The Complete Van Gogh: Paintings, drawings, sketches",NULL,"Hulsker, Jan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"428, no. 1870, repro."
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1985,1985,European Paintings: An Illustrated Catalogue,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Washington,NULL,NULL,NULL,"180, repro."
1963.10.152,"Faille 1970, no. 656",Essay,http://vocab.getty.edu/aat/300026291,1988,1988,"Vincent van Gogh & Paul Cassirer, Berlin: The reception of Van Gogh in Germany from 1901 to 1914",NULL,"Feilchenfeldt, Walter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Amsterdam,NULL,NULL,NULL,110-111.
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1994,1994,Vincent van Gogh: Sämtliche Gemälde,NULL,"Walther, Ingo F., and Rainer Metzger",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2 vols.,Cologne,NULL,NULL,NULL,2:593.
1963.10.152,"Faille 1970, no. 656",Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2006,2006,Van Gogh in Budapest,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Museum of Fine Arts, Budapest",NULL,NULL,NULL,"117, repro."
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1929,1929,Vincent van Gogh,NULL,"Pfister, Kurt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Berlin,NULL,NULL,NULL,pl. 48.
1963.10.152,"Faille 1970, no. 656",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1928,1928,"L'Oeuvre de Vincent Van Gogh, catalogue raisonné",NULL,"Faille, J.-B. de la.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paris and Brussels,NULL,NULL,NULL,1:no. 565; 2:repro.
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1987,1987,The Seven Sketchbooks of Vincent van Gogh,NULL,"Wolk, Johannes van der",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"216, 219, 243, 308, repro."
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,2006,2006,Van Gogh en Rembrandt,NULL,"Hecht, Peter",NULL,NULL,NULL,NULL,NULL,Van Gogh in Focus,NULL,NULL,Amsterdam,NULL,NULL,NULL,"46, repro."
1963.10.152,"Faille 1970, no. 656",Exhibition Catalogue,http://vocab.getty.edu/aat/300026096,2003,2003,Vincent's Choice: The Musée imaginaire of Van Gogh,NULL,"Stolwijk, Christ, Sjraar van Heugten, Leo Janson and Andreas Blühm, eds.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Amsterdam,NULL,NULL,NULL,"183, repro."
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,2002,2002,The account book of Theo van Gogh and Jo van Gogh-Bonger,NULL,"Stolwijk, Chris, and Han Veenenbos",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Amsterdam and Leiden,NULL,NULL,NULL,"49 (14/4), 124 (89/21), 145, 183 no. F656 JH 1870."
1963.10.152,"Faille 1970, no. 656",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,"National Gallery of Art, Washington",NULL,"Walker, John",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,repro. 524.
1963.10.152,"Faille 1970, no. 656",Periodical,http://vocab.getty.edu/aat/300026657,1930,1930,De Delacroix à nos Jours: une exposition-programme à la Galerie Georges Petit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paris,NULL,NULL,NULL,repro. 257.
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1922,1922,Vincent van Gogh,NULL,"Pfister, Kurt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Potsdam,NULL,NULL,NULL,repro. 21.
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1928,1928,Vincent van Gogh,NULL,"Fels, Florent",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paris,NULL,NULL,NULL,repro. 143.
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1921,1921,Vincent van Gogh,NULL,"Glaser, Curt",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Leipzig,NULL,NULL,NULL,pl. 15.
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1996,1996,Vincent van Gogh: Still Life with Peonies,NULL,"Klusmann, Georg",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mainburg,NULL,NULL,NULL,35.
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,1912,1912,Vincent van Gogh,NULL,"Meier-Graefe, Julius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Munich,NULL,NULL,NULL,64.
1963.10.152,"Faille 1970, no. 656",Monograph,http://vocab.getty.edu/aat/300060417,2015,2015,Van Gogh: The Asylum Year,NULL,"Mullins, Edwin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,London,NULL,NULL,NULL,127.
1963.10.152,"Faille 1970, no. 656",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,2013,2013,"Vincent van Gogh: The Years in France, Complete Paintings 1886-1890",NULL,"Feilchenfeldt, Walter",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,London,NULL,NULL,NULL,"235, repro."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1942,1942,French Paintings from the Chester Dale Collection,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Washington, DC",NULL,NULL,NULL,"77, repro., as by van Gogh."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1944,1944,Masterpieces of Painting from the National Gallery of Art,NULL,"Cairns, Huntington and John Walker, eds.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,"180, color repro., as by van Gogh."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1944,1944,French Paintings from the Chester Dale Collection,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Washington, DC",NULL,NULL,NULL,"77, repro., as _Self-Portrait_ by van Gogh."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1953,1953,French Paintings from the Chester Dale Collection,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Washington, DC",NULL,NULL,NULL,"87, repro., as by van Gogh."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Summary Catalogue of European Paintings and Sculpture,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Washington,NULL,NULL,NULL,"60, as by van Gogh."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1968,1968,European Paintings and Sculpture: Illustrations (Companion to the Summary Catalogue),NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Washington,NULL,NULL,NULL,"51, repro., as by van Gogh."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1975,1975,European Paintings: An Illustrated Summary Catalogue,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Washington,NULL,NULL,NULL,"156, repro., as by van Gogh."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Catalogue Raisonné,http://vocab.getty.edu/aat/300026061,1928,1928,"L'Oeuvre de Vincent Van Gogh, catalogue raisonné",NULL,"Faille, J.-B. de la.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paris and Brussels,NULL,NULL,NULL,1:no. 523; 2:repro.
1963.10.153,"Faille 1970, no. 523 (rejected work)",Monograph,http://vocab.getty.edu/aat/300060417,1928,1928,"Vincent van Gogh, der Zeichner",NULL,"Meier-Graefe, Julius",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Berlin,NULL,NULL,NULL,frontispiece.
1963.10.153,"Faille 1970, no. 523 (rejected work)",Periodical,http://vocab.getty.edu/aat/300026657,1929,1929,Dale van Gogh traced by Letters,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1+.
1963.10.153,"Faille 1970, no. 523 (rejected work)",Monograph,http://vocab.getty.edu/aat/300060417,1929,1929,De Zelfportretten van Vinvent van Gogh Uit St. Remy,NULL,"Scherjon, W.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Utrecht,NULL,NULL,NULL,"12-13, repro."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Monograph,http://vocab.getty.edu/aat/300060417,1932,1932,Falsche Expdertisen?- Falsche Experten!,NULL,"Veth, Cornelis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Berlin,NULL,NULL,NULL,"35, 37-39, frontispiece and appendix."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Monograph,http://vocab.getty.edu/aat/300060417,1934,1934,Modern Art,NULL,"Craven, Thomas",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,repro. opposite p. 91.
1963.10.153,"Faille 1970, no. 523 (rejected work)",Ph.D. Dissertation,http://vocab.getty.edu/aat/300312076,1954,1954,Die Selbstbildnisse Vincent van Gogh,NULL,"Bromig-Kolleritz, Katharina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ludwig Maximilians-Universität, Munich",NULL,NULL,NULL,NULL
1963.10.153,"Faille 1970, no. 523 (rejected work)",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1965,1965,Eighteenth and Nineteenth Century Paintings & Sculpture of the French School in the Chester Dale Collection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"National Gallery of Art, Washington",NULL,NULL,NULL,"128, repro., as by van Gogh."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Monograph,http://vocab.getty.edu/aat/300060417,1969,1969,Van Gogh and the Self-Portraits,NULL,"Erpel, Fritz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Greenwich, CT",NULL,NULL,NULL,"64, no. 40."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Collection Catalogue,http://vocab.getty.edu/aat/300417819,1985,1985,European Paintings: An Illustrated Catalogue,NULL,National Gallery of Art,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Washington,NULL,NULL,NULL,"181, repro."
1963.10.153,"Faille 1970, no. 523 (rejected work)",Monograph,http://vocab.getty.edu/aat/300060417,1987,1987,Faking It: Art and the Politics of Forgery,NULL,"Haywood, Ian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brighton,NULL,NULL,NULL,112-113.
